Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.5,3,0.8,1.01
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.5,4,0.81,1.0
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.2,2,0.85,1.04
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.2,3,0.83,1.01
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.2,4,0.83,1.02
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.5,2,0.84,1.04
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.5,3,0.84,1.06
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.5,4,0.83,1.01
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.2,2,0.8,1.01
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.2,3,0.84,1.03
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.2,4,0.82,1.01
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.5,2,0.82,1.0
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.5,3,0.82,1.01
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.5,4,0.83,1.03
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.2,2,0.77,0.97
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.2,3,0.81,1.01
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.2,4,0.81,1.0
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.5,2,0.78,0.99
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.5,3,0.77,0.97
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.5,4,0.8,0.98
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.2,2,0.8,1.0
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.2,3,0.79,0.98
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.2,4,0.81,1.01
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.5,2,0.8,1.0
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.5,3,0.78,0.98
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.5,4,0.82,1.02
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.2,2,0.83,1.02
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.2,3,0.81,1.02
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.2,4,0.82,1.0
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.5,2,0.8,1.0
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.5,3,0.8,0.98
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.5,4,0.82,1.0
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.2,2,0.82,1.01
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.2,3,0.82,1.0
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.2,4,0.82,1.02
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.5,2,0.82,1.0
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.5,3,0.81,1.0
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.5,4,0.85,1.01
