Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.5,3,1.0,1.21
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.5,4,0.99,1.21
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.2,2,1.02,1.27
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.2,3,1.04,1.27
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.2,4,1.03,1.27
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.5,2,1.03,1.27
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.5,3,1.03,1.27
Lipophilicity,GraphSAGE,32,32,0.0005,0.0001,0.5,4,1.01,1.27
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.2,2,1.01,1.25
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.2,3,1.04,1.28
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.2,4,1.02,1.27
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.5,2,1.02,1.26
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.5,3,1.04,1.27
Lipophilicity,GraphSAGE,32,32,0.0005,1e-05,0.5,4,1.02,1.28
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.2,2,1.01,1.23
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.2,3,0.98,1.23
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.2,4,0.97,1.2
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.5,2,0.99,1.21
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.5,3,0.77,0.99
Lipophilicity,GraphSAGE,64,16,0.0005,0.0001,0.5,4,1.03,1.25
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.2,2,0.99,1.22
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.2,3,0.97,1.2
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.2,4,0.95,1.24
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.5,2,0.98,1.21
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.5,3,0.76,0.99
Lipophilicity,GraphSAGE,64,16,0.0005,1e-05,0.5,4,0.97,1.19
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.2,2,0.99,1.23
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.2,3,1.03,1.27
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.2,4,0.98,1.23
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.5,2,1.03,1.28
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.5,3,1.0,1.24
Lipophilicity,GraphSAGE,64,32,0.0005,0.0001,0.5,4,0.98,1.21
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.2,2,1.01,1.25
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.2,3,1.01,1.26
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.2,4,1.03,1.24
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.5,2,0.98,1.22
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.5,3,1.01,1.23
Lipophilicity,GraphSAGE,64,32,0.0005,1e-05,0.5,4,1.03,1.27
