Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.2,2,0.55,0.68
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.2,3,0.6,0.78
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.2,4,0.57,0.68
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.5,2,0.6,0.73
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.5,3,0.56,0.67
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.5,4,0.52,0.65
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.2,2,0.57,0.69
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.2,3,0.58,0.69
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.2,4,0.59,0.7
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.5,2,0.58,0.69
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.5,3,0.62,0.76
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.5,4,0.59,0.71
