Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
ESOL,GraphSAGE,64,32,0.0005,0.0001,0.2,2,1.05,1.31
ESOL,GraphSAGE,64,32,0.0005,0.0001,0.2,3,0.96,1.28
ESOL,GraphSAGE,64,32,0.0005,0.0001,0.2,4,0.97,1.22
ESOL,GraphSAGE,64,32,0.0005,0.0001,0.5,2,1.05,1.29
ESOL,GraphSAGE,64,32,0.0005,0.0001,0.5,3,1.63,2.04
ESOL,GraphSAGE,64,32,0.0005,0.0001,0.5,4,0.88,1.1
ESOL,GraphSAGE,64,32,0.0005,1e-05,0.2,2,0.91,1.18
ESOL,GraphSAGE,64,32,0.0005,1e-05,0.2,3,1.13,1.49
ESOL,GraphSAGE,64,32,0.0005,1e-05,0.2,4,1.41,1.84
ESOL,GraphSAGE,64,32,0.0005,1e-05,0.5,2,1.05,1.41
ESOL,GraphSAGE,64,32,0.0005,1e-05,0.5,3,1.16,1.57
ESOL,GraphSAGE,64,32,0.0005,1e-05,0.5,4,1.09,1.45
