Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.2,2,0.45,0.62
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.2,3,0.46,0.62
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.2,4,0.44,0.61
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.5,2,0.45,0.62
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.5,3,0.45,0.62
B3DB,GraphSAGE,64,32,0.0005,0.0001,0.5,4,0.46,0.63
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.2,2,0.45,0.63
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.2,3,0.45,0.63
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.2,4,0.45,0.62
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.5,2,0.46,0.62
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.5,3,0.45,0.61
B3DB,GraphSAGE,64,32,0.0005,1e-05,0.5,4,0.45,0.62
